left,right,confidence_score
15945,90797,1.0
676,27044,1.0
26127,81194,1.0
26297,90628,1.0
56440,16265,1.0
81879,24120,1.0
15287,57665,1.0
81452,27095,1.0
16123,57665,1.0
79775,27095,1.0
60412,32776,1.0
12154,53213,1.0
11725,69032,1.0
79387,81434,1.0
20173,86970,1.0
20879,6145,1.0
79384,81434,1.0
21222,81122,1.0
11168,69032,1.0
10871,57487,1.0
249,16299,1.0
79120,45168,1.0
1162,73222,1.0
10870,57487,1.0
79119,45168,1.0
4412,73222,1.0
78964,2113,1.0
78684,46730,1.0
10444,85218,1.0
13334,63043,1.0
81881,24120,1.0
27698,87105,1.0
81939,15392,1.0
64,49463,1.0
55382,67398,1.0
55220,48730,1.0
54874,48730,1.0
86802,21988,1.0
86693,21988,1.0
780,64767,1.0
2998,72909,1.0
3849,72909,1.0
59415,69580,1.0
59459,54268,1.0
85588,67462,1.0
85582,67462,1.0
85006,37557,1.0
84751,82987,1.0
12990,31413,1.0
84279,54326,1.0
6800,90283,1.0
12449,43841,1.0
82611,35706,1.0
12165,53213,1.0
10268,90283,1.0
12532,63043,1.0
9791,38011,1.0
58392,74713,1.0
9896,87063,1.0
42809,86906,1.0
39571,35911,1.0
62604,34105,1.0
39820,18649,1.0
68689,41175,1.0
62401,73371,1.0
62400,73371,1.0
62384,83517,1.0
40321,86487,1.0
56461,61316,1.0
41578,85919,1.0
42322,6160,1.0
60992,34105,1.0
61613,62805,1.0
60874,70424,1.0
43119,56096,1.0
60633,19459,1.0
43975,43112,1.0
44069,82157,1.0
79166,25034,1.0
60514,60752,1.0
46707,24462,1.0
47133,39175,1.0
47469,66972,1.0
61967,62805,1.0
73041,41175,1.0
82788,37252,1.0
63356,85080,1.0
39058,86906,1.0
68034,447,1.0
67938,60586,1.0
80843,9571,1.0
67386,3984,1.0
44898,26837,1.0
79537,70779,1.0
66744,19919,1.0
66610,26297,1.0
46672,75167,1.0
79060,26323,1.0
74042,70779,1.0
46819,76423,1.0
57868,36335,1.0
64458,41978,1.0
64297,42341,1.0
64134,77729,1.0
50382,80055,1.0
64120,77729,1.0
85556,64221,1.0
50390,80055,1.0
63775,14170,1.0
51546,32333,1.0
53935,77065,1.0
47476,66972,1.0
48272,64197,1.0
58301,74713,1.0
40432,10943,1.0
53546,93973,1.0
55394,46714,1.0
5048,5671,1.0
53998,75423,1.0
55162,29484,1.0
54446,22273,1.0
